------------------------------------------------ INICIALIZADO O APRENDIZADO ------------------------------------------------ 
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :1--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
16        Esquerda    0           3,487     Direita     -1          0,000     Cima        12          4,305     Baixo       -1          0,000     
17        Esquerda    39          4,783     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          3,874     
18        Esquerda    19          5,905     Direita     39          4,783     Cima        18          5,314     Baixo       -1          0,000     
19        Esquerda    40          5,905     Direita     -1          0,000     Cima        31          4,783     Baixo       17          5,314     
20        Esquerda    20          6,561     Direita     17          5,314     Cima        -1          0,000     Baixo       9           5,314     
21        Esquerda    21          7,290     Direita     19          5,905     Cima        40          5,905     Baixo       7           5,905     
22        Esquerda    23          8,100     Direita     20          6,561     Cima        22          6,561     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          5,905     Cima        -1          0,000     Baixo       21          7,290     
24        Esquerda    25          9,000     Direita     21          7,290     Cima        24          9,000     Baixo       -1          0,000     
25        Esquerda    26          10,000    Direita     -1          0,000     Cima        -1          0,000     Baixo       23          8,100     
26        Esquerda    -1          0,000     Direita     23          8,100     Cima        26          10,000    Baixo       -1          0,000     
